期号,开奖日期,前区号码,后区号码,奖池金额,全国销量
13102,2013-09-02,06 12 15 19 26,02 11,"36,350,423",
13103,2013-09-04,05 08 13 16 31,03 09,"37,443,844",
13104,2013-09-07,02 05 11 27 29,01 11,"61,624,635",
13105,2013-09-09,07 13 27 30 34,01 12,"73,054,761",
13106,2013-09-11,06 07 12 13 27,03 12,"88,399,110",
13107,2013-09-14,07 13 14 18 25,05 12,"111,070,403",
13108,2013-09-16,05 10 13 15 18,02 11,"134,193,271",
13109,2013-09-18,13 20 26 29 32,02 06,"145,869,127",
13110,2013-09-21,07 16 18 32 33,02 07,"149,035,335",
13111,2013-09-23,07 12 13 20 27,01 03,"151,209,447",
13112,2013-09-25,02 10 20 22 29,05 12,"164,634,801",
13113,2013-09-28,19 21 23 28 30,08 12,"154,688,007",
13114,2013-09-30,06 17 21 23 33,01 09,"135,253,881",
13115,2013-10-02,05 16 29 32 34,04 11,"87,253,881",
13116,2013-10-05,13 22 23 30 33,09 11,"97,540,922",
13117,2013-10-07,05 16 23 25 33,07 12,"112,954,194",
13118,2013-10-09,04 06 11 20 31,01 05,"124,989,788",
13119,2013-10-12,01 02 16 23 35,01 11,"144,276,439",
13120,2013-10-14,06 14 15 22 26,03 11,"167,252,806",
13121,2013-10-16,03 18 19 20 24,03 12,"167,954,219",
13122,2013-10-19,15 17 20 24 35,04 12,"183,742,526",
13123,2013-10-21,02 09 10 33 34,05 12,"201,386,997",
13124,2013-10-23,05 07 18 21 32,10 11,"207,891,533",
13125,2013-10-26,04 08 14 23 28,04 08,"178,104,632",
13126,2013-10-28,09 10 15 18 30,03 06,"172,845,865",
13127,2013-10-30,03 14 16 19 32,05 10,"165,583,037",
13128,2013-11-02,11 13 27 33 35,01 02,"113,183,371",
13129,2013-11-04,11 23 29 30 33,01 04,"103,338,276",
13130,2013-11-06,08 09 15 19 30,06 09,"95,469,948",
13131,2013-11-09,12 15 29 30 31,04 12,"116,854,488",
13132,2013-11-11,23 26 28 31 34,02 10,"105,675,073",
13133,2013-11-13,02 08 10 16 17,09 12,"122,965,280",
13134,2013-11-16,02 13 19 23 32,02 09,"148,480,349",
13135,2013-11-18,04 13 19 25 26,07 12,"171,612,098",
13136,2013-11-20,05 11 15 25 28,05 11,"154,167,079",
13137,2013-11-23,04 12 32 33 34,06 08,"152,139,878",
13138,2013-11-25,03 08 13 17 24,07 09,"81,149,879",
13139,2013-11-27,05 06 18 20 31,06 07,"82,963,265",
13140,2013-11-30,01 12 17 26 28,01 06,"91,556,766",
13141,2013-12-02,05 15 18 25 31,08 10,"111,701,804",
13142,2013-12-04,06 11 25 28 29,04 12,"115,535,221",
13143,2013-12-07,03 08 14 21 31,06 08,"118,184,260",
13144,2013-12-09,03 20 21 23 35,02 08,"128,088,241",
13145,2013-12-11,02 13 15 18 20,02 11,"153,157,780",
13146,2013-12-14,06 07 15 25 31,01 09,"168,244,721",
13147,2013-12-16,03 09 22 24 25,05 09,"171,377,233",
13148,2013-12-18,02 05 09 29 32,03 07,"177,610,569",
13149,2013-12-21,06 07 08 09 13,05 07,"180,873,480",
13150,2013-12-23,06 07 14 18 22,08 11,"195,421,794",
13151,2013-12-25,02 13 21 27 30,03 04,"218,469,468",
13152,2013-12-28,09 12 14 18 19,03 09,"208,662,004",
13153,2013-12-30,04 05 16 17 30,03 09,"235,568,607",
14001,2014-01-01,05 13 20 23 29,08 11,"245,814,203",
14002,2014-01-04,01 12 21 24 29,01 07,"265,231,194",
14003,2014-01-06,07 11 13 21 33,05 06,"262,749,156",
14004,2014-01-08,07 10 19 27 28,09 12,"259,377,488",
14005,2014-01-11,15 17 18 29 33,04 08,"251,264,064",
14006,2014-01-13,01 04 07 16 35,06 08,"279,505,469",
14007,2014-01-15,08 11 14 21 32,03 11,"263,085,157",
14008,2014-01-18,11 13 20 28 35,01 05,"282,150,599",
14009,2014-01-20,10 18 25 29 33,07 08,"277,824,746",
14010,2014-01-22,05 10 20 26 27,01 03,"289,164,215",
14011,2014-01-25,04 06 14 24 35,07 12,"305,399,026",
14012,2014-01-27,09 20 21 23 29,05 07,"308,985,857",
14013,2014-01-29,10 11 13 22 28,04 12,"324,041,671",
14014,2014-02-08,01 09 11 27 29,03 11,"325,125,162",
14015,2014-02-10,04 06 18 20 30,05 07,"336,487,176",
14016,2014-02-12,04 06 13 24 34,04 09,"312,409,622",
14017,2014-02-15,05 10 11 23 34,01 10,"295,873,500",
14018,2014-02-17,08 09 12 28 34,02 12,"317,846,981",
14019,2014-02-19,07 12 22 29 32,11 12,"316,455,971",
14020,2014-02-22,01 14 17 30 35,06 07,"322,855,712",
14021,2014-02-24,06 10 17 23 24,03 09,"309,059,701",
14022,2014-02-26,03 06 10 16 25,10 11,"325,669,431",
14023,2014-03-01,04 13 15 29 33,05 09,"306,189,144",
14024,2014-03-03,07 11 15 31 32,06 11,"297,992,483",
14025,2014-03-05,19 20 27 32 34,06 08,"292,317,488",
14026,2014-03-08,05 10 12 15 26,04 08,"318,035,173",
14027,2014-03-10,09 10 24 28 29,10 12,"313,884,979",
14028,2014-03-12,03 10 20 25 30,10 12,"323,066,741",
14029,2014-03-15,03 21 22 23 35,05 09,"302,523,173",
14030,2014-03-17,03 14 18 29 35,11 12,"299,990,119",
14031,2014-03-19,06 15 27 32 33,03 04,"298,257,838",
14032,2014-03-22,02 05 06 09 31,02 09,"313,118,209",
14033,2014-03-24,01 07 08 28 29,04 08,"313,921,770",
14034,2014-03-26,03 11 14 27 32,05 07,"294,040,655",
14035,2014-03-29,09 12 14 28 29,03 10,"291,041,521",
14036,2014-03-31,01 02 12 17 29,03 08,"293,099,516",
14037,2014-04-02,03 04 08 19 34,02 04,"294,858,966",
14038,2014-04-05,07 08 12 20 32,03 05,"290,675,013",
14039,2014-04-07,02 05 11 15 20,08 11,"316,737,417",
14040,2014-04-09,12 15 21 30 33,02 08,"320,311,146",
14041,2014-04-12,05 07 11 15 18,05 12,"325,477,040",
14042,2014-04-14,16 21 25 27 35,06 11,"319,726,297",
14043,2014-04-16,01 11 23 29 30,01 12,"347,321,907",
14044,2014-04-19,22 23 25 27 35,03 11,"358,093,528",
14045,2014-04-21,06 10 12 16 30,02 11,"376,989,546",
14046,2014-04-23,03 15 18 21 26,01 06,"387,964,150",
14047,2014-04-26,06 17 18 30 34,06 12,"404,566,567",
14048,2014-04-28,01 02 05 15 35,01 11,"410,032,886",
14049,2014-04-30,03 15 17 22 31,03 05,"427,750,617",
14050,2014-05-03,10 18 27 28 35,01 06,"449,771,795",
14051,2014-05-05,01 07 11 29 30,03 11,"426,593,556",
14052,2014-05-07,14 19 21 24 30,02 07,"448,239,242",
14053,2014-05-10,02 11 17 27 30,03 04,"465,963,587",
14054,2014-05-12,02 03 20 25 34,01 12,"479,762,955",
14055,2014-05-14,04 23 26 27 35,10 11,"497,660,787",
14056,2014-05-17,12 18 28 29 35,07 08,"518,055,775",
14057,2014-05-19,08 10 20 27 33,01 09,"513,584,094",
14058,2014-05-21,09 15 22 24 26,02 07,"514,062,616",
14059,2014-05-24,07 15 17 25 29,04 11,"499,050,363",
14060,2014-05-26,12 22 29 30 34,05 11,"508,335,617",
14061,2014-05-28,04 11 17 20 29,06 10,"530,528,894",
14062,2014-05-31,04 07 17 24 25,02 04,"576,508,734",
14063,2014-06-02,11 17 21 23 34,03 04,"603,289,864",
14064,2014-06-04,08 15 33 34 35,01 08,"605,400,258",
14065,2014-06-07,07 12 19 31 33,07 12,"593,113,888",
14066,2014-06-09,08 14 16 20 31,03 11,"609,851,883",
14067,2014-06-11,03 18 23 24 31,03 07,"642,565,242",
14068,2014-06-14,05 15 24 29 35,05 06,"648,506,595",
14069,2014-06-16,16 22 27 29 31,02 09,"658,384,418",
14070,2014-06-18,01 02 07 10 32,04 12,"669,821,040",
14071,2014-06-21,04 14 15 22 23,01 07,"696,804,568",
14072,2014-06-23,17 19 22 24 30,02 09,"727,466,021",
14073,2014-06-25,04 05 07 13 35,05 06,"729,295,547",
14074,2014-06-28,06 11 22 27 30,05 11,"750,501,664",
14075,2014-06-30,05 07 29 32 35,04 10,"729,191,341",
14076,2014-07-02,05 10 19 31 32,09 10,"760,644,298",
14077,2014-07-05,09 16 26 31 32,01 05,"765,404,764",
14078,2014-07-07,10 15 16 22 28,04 05,"778,417,883",
14079,2014-07-09,09 10 20 31 32,06 10,"783,615,300",
14080,2014-07-12,17 20 23 25 27,03 10,"792,428,610",
14081,2014-07-14,03 05 08 10 25,09 12,"830,154,471",
14082,2014-07-16,01 08 18 23 25,08 12,"872,216,864",
14083,2014-07-19,18 20 24 33 35,05 10,"892,251,472",
14084,2014-07-21,02 07 09 11 28,05 09,"875,765,643",
14085,2014-07-23,06 12 13 25 29,11 12,"879,455,090",
14086,2014-07-26,06 08 27 29 35,03 09,"886,731,623",
14087,2014-07-28,04 07 31 33 35,09 10,"916,892,029",
14088,2014-07-30,07 13 20 25 26,08 11,"929,910,085",
14089,2014-08-02,02 08 12 29 30,07 12,"897,430,770",
14090,2014-08-04,02 03 20 23 28,06 08,"439,724,222",
14091,2014-08-06,10 16 18 29 32,02 07,"466,511,258",
14092,2014-08-09,02 18 27 30 32,05 11,"498,422,452",
14093,2014-08-11,03 08 30 32 34,09 11,"538,115,272",
14094,2014-08-13,13 14 24 25 34,04 07,"510,765,155",
14095,2014-08-16,06 22 30 31 34,05 06,"508,319,326",
14096,2014-08-18,03 07 21 23 31,05 10,"476,575,124",
14097,2014-08-20,03 15 20 21 23,07 09,"508,112,843",
14098,2014-08-23,16 18 22 25 35,03 10,"529,856,031",
14099,2014-08-25,15 21 22 23 33,01 07,"541,306,441",
14100,2014-08-27,02 04 08 12 35,01 07,"559,791,030",
14101,2014-08-30,09 10 12 17 28,03 11,"595,465,040",
14102,2014-09-01,01 07 14 19 20,03 12,"596,966,907",
14103,2014-09-03,14 20 23 25 26,10 12,"626,567,022",
14104,2014-09-06,07 13 14 28 32,04 11,"621,617,813",
14105,2014-09-08,04 10 26 29 32,04 08,"634,577,614",
14106,2014-09-10,05 09 11 20 22,05 11,"657,364,184",
14107,2014-09-13,05 13 14 21 34,08 10,"691,019,481",
14108,2014-09-15,01 02 13 23 35,09 12,"709,422,417",
14109,2014-09-17,15 18 20 21 23,01 02,"707,079,547",
14110,2014-09-20,09 18 19 22 24,08 11,"729,018,439",
14111,2014-09-22,11 16 18 20 29,03 04,"766,059,220",
14112,2014-09-24,03 05 14 18 32,02 10,"778,946,120",
14113,2014-09-27,02 13 17 19 23,01 06,"770,352,154",
14114,2014-09-29,03 16 24 30 33,05 08,"759,165,112",
14115,2014-10-01,01 05 26 29 30,02 10,"770,028,734",
14116,2014-10-04,06 13 15 24 27,04 05,"797,914,592",
14117,2014-10-06,03 14 17 18 33,06 09,"806,936,584",
14118,2014-10-08,02 03 23 24 26,05 11,"848,491,203",
14119,2014-10-11,04 08 09 13 18,08 12,"876,616,071",
14120,2014-10-13,01 04 06 18 33,05 11,"901,617,720",
14121,2014-10-15,13 16 18 22 32,08 10,"903,584,105",
14122,2014-10-18,03 10 25 26 35,01 07,"922,321,109",
14123,2014-10-20,01 09 12 22 25,02 09,"926,243,050",
14124,2014-10-22,01 03 28 29 35,08 12,"926,501,357",
14125,2014-10-25,12 15 19 23 31,04 10,"941,910,615",
14126,2014-10-27,02 09 22 30 34,09 10,"973,284,763",
14127,2014-10-29,02 04 06 15 19,02 11,"980,248,197",
14128,2014-11-01,02 04 16 22 34,08 11,"1,012,105,455",
14129,2014-11-03,07 22 28 30 32,05 06,"1,043,803,747",
14130,2014-11-05,02 18 31 32 33,05 07,"1,047,946,346",
14131,2014-11-08,03 16 19 23 27,03 07,"1,070,373,608",
14132,2014-11-10,01 03 04 19 32,01 07,"1,103,993,932",
14133,2014-11-12,02 08 12 14 18,04 12,"1,125,548,895",
14134,2014-11-15,02 05 07 11 32,09 12,"1,157,903,994",
14135,2014-11-17,20 26 28 30 35,09 12,"1,191,956,659",
14136,2014-11-19,04 18 20 34 35,07 11,"1,154,305,279",
14137,2014-11-22,02 11 16 22 34,02 05,"1,178,643,374",
14138,2014-11-24,01 07 29 32 34,09 12,"1,185,612,824",
14139,2014-11-26,03 05 07 15 34,01 10,"1,200,995,750",
14140,2014-11-29,01 19 20 25 34,07 12,"1,251,566,141",
14141,2014-12-01,04 17 20 26 29,05 08,"1,244,535,901",
14142,2014-12-03,18 21 25 28 30,04 06,"1,213,685,929",
14143,2014-12-06,01 11 14 18 25,06 10,"1,241,070,437",
14144,2014-12-08,01 21 24 25 35,04 11,"1,290,463,839",
14145,2014-12-10,15 19 22 24 26,10 11,"1,321,185,915",
14146,2014-12-13,02 16 23 24 28,10 11,"1,361,277,737",
14147,2014-12-15,05 09 14 26 34,02 09,"1,324,845,582",
14148,2014-12-17,03 09 10 11 20,07 09,"1,326,828,262",
14149,2014-12-20,02 13 19 26 35,01 05,"1,234,346,541",
14150,2014-12-22,19 21 30 33 35,05 07,"1,211,404,301",
14151,2014-12-24,03 08 26 31 32,08 12,"1,192,625,943",
14152,2014-12-27,05 12 18 24 33,01 05,"1,211,422,140",
14153,2014-12-29,01 08 13 24 32,05 10,"1,212,140,454",
14154,2014-12-31,05 12 17 23 28,02 09,"1,135,404,076",
15001,2015-01-03,08 09 19 27 30,06 07,"1,084,864,825",
15002,2015-01-05,03 14 20 26 32,06 10,"1,092,064,321",
15003,2015-01-07,12 19 27 28 34,01 12,"1,058,932,056",
15004,2015-01-10,03 12 14 18 28,05 06,"1,063,303,937",
15005,2015-01-12,11 14 15 18 19,07 08,"1,056,022,676",
15006,2015-01-14,06 08 30 32 33,03 07,"1,061,791,325",
15007,2015-01-17,02 07 08 14 31,04 08,"1,084,804,698",
15008,2015-01-19,07 10 11 15 17,03 10,"838,917,495",
15009,2015-01-21,17 22 26 27 33,06 10,"885,966,276",
15010,2015-01-24,02 06 17 30 35,02 07,"922,553,782",
15011,2015-01-26,04 13 22 25 30,01 06,"867,227,273",
15012,2015-01-28,03 04 06 11 31,05 09,"877,629,027",
15013,2015-01-31,11 15 25 28 35,07 10,"922,796,421",
15014,2015-02-02,08 16 25 29 35,03 10,"934,144,755",
15015,2015-02-04,01 05 13 17 32,04 11,"901,055,602",
15016,2015-02-07,06 07 16 20 34,09 11,"949,403,008",
15017,2015-02-09,07 13 16 17 29,01 07,"980,636,543",
15018,2015-02-11,04 07 10 23 31,03 07,"1,013,044,052",
15019,2015-02-14,02 08 16 22 24,01 03,"1,056,985,003",
15020,2015-02-16,11 26 28 29 32,01 04,"975,106,845",
15021,2015-02-25,22 23 24 26 31,05 06,"1,011,148,456",
15022,2015-02-28,09 11 14 15 26,11 12,"1,052,353,522",
15023,2015-03-02,06 09 11 12 22,03 11,"1,075,234,387",
15024,2015-03-04,02 06 08 16 34,03 04,"1,110,363,550",
15025,2015-03-07,07 10 20 22 27,10 11,"1,127,093,621",
15026,2015-03-09,11 13 14 15 22,02 08,"1,108,175,348",
15027,2015-03-11,05 21 22 25 28,03 10,"1,132,469,279",
15028,2015-03-14,03 09 28 32 33,09 10,"1,125,436,730",
15029,2015-03-16,07 10 19 30 35,03 05,"1,156,201,713",
15030,2015-03-18,09 18 19 26 31,02 05,"1,177,191,244",
15031,2015-03-21,07 21 29 32 33,04 12,"1,185,204,347",
15032,2015-03-23,06 21 25 27 30,07 11,"1,196,045,799",
15033,2015-03-25,03 17 22 26 28,03 07,"1,226,652,726",
15034,2015-03-28,04 08 15 18 26,05 09,"1,218,836,194",
15035,2015-03-30,22 24 29 30 35,01 10,"1,230,022,010",
15036,2015-04-01,14 18 20 23 24,04 08,"1,251,569,256",
15037,2015-04-04,10 16 21 28 31,07 08,"1,266,667,677",
15038,2015-04-06,12 19 22 31 35,07 08,"1,275,685,338",
15039,2015-04-08,03 06 07 16 25,01 06,"1,310,555,606",
15040,2015-04-11,02 09 10 23 35,09 12,"1,338,069,698",
15041,2015-04-13,01 11 21 23 28,01 10,"1,189,775,444",
15042,2015-04-15,03 07 12 17 24,02 11,"1,178,648,370",
15043,2015-04-18,02 20 22 25 29,02 07,"1,201,450,734",
15044,2015-04-20,16 18 27 31 33,01 03,"1,236,933,448",
15045,2015-04-22,08 09 22 29 30,08 12,"1,236,261,155",
15046,2015-04-25,05 07 10 22 26,04 10,"1,197,238,200",
15047,2015-04-27,01 02 17 23 31,05 12,"1,209,162,913",
15048,2015-04-29,10 11 22 24 33,02 09,"1,201,607,522",
15049,2015-05-02,08 09 11 15 22,08 10,"1,215,002,201",
15050,2015-05-04,06 07 10 20 28,02 07,"1,214,317,771",
15051,2015-05-06,01 02 11 16 21,01 05,"1,237,114,602",
15052,2015-05-09,13 19 24 27 29,07 08,"1,265,334,320",
15053,2015-05-11,08 25 28 29 32,04 07,"1,268,085,740",
15054,2015-05-13,02 09 15 24 34,03 09,"1,245,292,482",
15055,2015-05-16,06 11 14 20 30,05 10,"1,210,286,220",
15056,2015-05-18,06 12 19 26 35,03 10,"1,203,143,440",
15057,2015-05-20,01 05 07 14 26,04 06,"1,239,297,755",
15058,2015-05-23,10 14 20 27 30,07 12,"1,272,415,378",
15059,2015-05-25,07 09 19 23 32,01 03,"1,297,185,227",
15060,2015-05-27,16 24 25 26 33,04 11,"1,281,829,945",
15061,2015-05-30,06 07 08 16 22,02 10,"1,275,356,607",
15062,2015-06-01,06 07 13 14 15,01 04,"1,309,316,213",
15063,2015-06-03,01 04 06 34 35,02 04,"1,355,424,220",
15064,2015-06-06,02 08 20 28 31,07 10,"1,358,857,647",
15065,2015-06-08,04 05 07 13 35,08 11,"1,371,749,617",
15066,2015-06-10,01 03 07 13 29,02 10,"1,407,746,553",
15067,2015-06-13,04 10 18 24 27,04 11,"1,393,017,834",
15068,2015-06-15,02 03 20 31 35,04 08,"1,402,288,984",
15069,2015-06-17,02 09 11 22 25,01 07,"1,381,432,966",
15070,2015-06-20,03 09 12 17 18,04 12,"1,414,660,916",
15071,2015-06-22,04 06 13 16 34,04 10,"1,431,495,361",
15072,2015-06-24,19 20 21 31 33,09 10,"1,329,421,453",
15073,2015-06-27,09 26 27 30 34,01 06,"1,328,502,863",
15074,2015-06-29,01 12 21 27 33,04 09,"1,369,791,223",
15075,2015-07-01,13 14 26 27 33,10 12,"1,400,549,959",
15076,2015-07-04,03 19 21 31 34,05 12,"1,407,154,321",
15077,2015-07-06,01 16 17 22 28,02 09,"1,410,707,518",
15078,2015-07-08,19 24 26 28 33,01 02,"1,439,120,707",
15079,2015-07-11,01 09 17 23 24,04 05,"1,449,582,407",
15080,2015-07-13,14 20 29 30 32,03 08,"1,350,821,094",
15081,2015-07-15,03 04 10 13 17,05 09,"1,354,908,004",
15082,2015-07-18,08 15 28 31 33,03 06,"1,386,721,781",
15083,2015-07-20,14 16 19 25 29,10 12,"1,413,999,921",
15084,2015-07-22,10 20 21 32 34,06 07,"1,426,556,903",
15085,2015-07-25,02 03 04 06 16,03 12,"1,461,889,590",
15086,2015-07-27,05 09 11 15 32,04 09,"1,464,467,336",
15087,2015-07-29,02 05 15 17 22,01 11,"1,470,621,295",
15088,2015-08-01,05 15 28 31 34,11 12,"1,483,412,687",
15089,2015-08-03,05 12 18 20 27,10 12,"1,518,071,721",
15090,2015-08-05,06 09 11 17 21,06 08,"1,512,866,237",
15091,2015-08-08,02 07 28 29 30,03 07,"1,443,881,668",
15092,2015-08-10,02 14 21 27 34,05 08,"1,451,533,975",
15093,2015-08-12,16 17 25 26 27,02 04,"1,451,063,553",
15094,2015-08-15,02 03 10 11 29,03 07,"1,435,245,222",
15095,2015-08-17,08 14 26 34 35,05 10,"1,440,739,717",
15096,2015-08-19,03 09 12 18 21,02 06,"1,435,883,288",
15097,2015-08-22,04 16 17 26 27,01 04,"1,385,860,648",
15098,2015-08-24,09 14 21 27 33,06 09,"1,376,083,288",
15099,2015-08-26,09 12 14 22 25,05 10,"1,401,717,848",
15100,2015-08-29,09 15 18 23 32,05 07,"1,439,790,281",
15101,2015-08-31,06 12 17 18 32,07 12,"1,449,994,950",
15102,2015-09-02,11 14 15 33 34,03 12,"1,459,255,310",
15103,2015-09-05,07 09 15 25 34,04 10,"1,455,105,281",
15104,2015-09-07,16 19 25 30 34,04 09,"1,456,310,407",
15105,2015-09-09,08 09 15 21 27,05 09,"1,420,929,062",
15106,2015-09-12,02 11 13 22 30,02 03,"1,430,870,722",
15107,2015-09-14,03 23 25 28 29,06 07,"1,433,360,911",
15108,2015-09-16,01 13 16 26 31,07 12,"1,462,391,575",
15109,2015-09-19,01 06 11 22 31,03 12,"1,495,720,964",
15110,2015-09-21,02 07 10 22 30,07 11,"1,495,014,019",
15111,2015-09-23,07 08 16 24 28,03 10,"1,508,880,896",
15112,2015-09-26,04 05 15 19 28,04 11,"1,466,183,380",
15113,2015-09-28,01 14 21 29 33,02 10,"1,491,364,543",
15114,2015-09-30,09 18 24 31 34,02 10,"1,512,320,825",
15115,2015-10-03,08 12 13 14 16,03 09,"1,524,904,832",
15116,2015-10-05,07 10 19 24 33,03 07,"1,546,620,811",
15117,2015-10-07,06 17 20 30 33,10 11,"1,571,949,674",
15118,2015-10-10,03 07 20 24 31,04 09,"1,598,506,448",
15119,2015-10-12,01 08 12 16 21,06 11,"1,612,482,645",
15120,2015-10-14,01 09 15 24 32,05 10,"1,542,943,366",
15121,2015-10-17,02 04 17 27 28,04 06,"1,574,025,843",
15122,2015-10-19,11 13 15 26 35,06 11,"1,598,150,469",
15123,2015-10-21,04 15 27 29 30,02 10,"1,617,571,033",
15124,2015-10-24,04 06 12 31 32,03 06,"1,644,462,021",
15125,2015-10-26,02 03 15 17 28,08 10,"1,676,808,840",
15126,2015-10-28,04 05 08 09 21,03 06,"1,688,575,292",
15127,2015-10-31,09 11 14 19 30,03 08,"1,707,307,787",
15128,2015-11-02,10 12 23 30 32,03 04,"1,745,843,042",
15129,2015-11-04,01 06 23 25 29,03 09,"1,787,749,312",
15130,2015-11-07,17 25 31 32 34,02 12,"1,829,288,227",
15131,2015-11-09,11 17 19 20 27,02 03,"1,859,845,621",
15132,2015-11-11,03 08 14 18 27,01 05,"1,847,218,046",
15133,2015-11-14,03 07 08 25 30,04 08,"1,864,412,215",
15134,2015-11-16,01 02 06 15 35,04 07,"1,888,647,564",
15135,2015-11-18,05 16 20 25 29,06 08,"1,885,887,140",
15136,2015-11-21,05 20 23 29 32,02 10,"1,931,606,870",
15137,2015-11-23,14 17 21 23 26,08 11,"1,912,625,918",
15138,2015-11-25,01 16 20 29 32,04 07,"1,943,530,802",
15139,2015-11-28,02 03 05 25 32,05 07,"1,947,298,377",
15140,2015-11-30,01 11 15 26 35,06 11,"1,964,244,295",
15141,2015-12-02,02 04 15 19 31,02 03,"1,982,691,329",
15142,2015-12-05,12 14 22 26 30,03 06,"2,006,518,972",
15143,2015-12-07,09 20 31 33 35,10 11,"2,047,286,906",
15144,2015-12-09,01 09 24 26 29,06 11,"2,031,681,187",
15145,2015-12-12,06 07 20 29 32,11 12,"2,075,176,701",
15146,2015-12-14,04 15 19 27 31,04 11,"2,058,880,835",
15147,2015-12-16,01 02 13 18 19,08 10,"2,094,531,807",
15148,2015-12-19,08 11 27 31 33,08 09,"2,090,620,190",
15149,2015-12-21,04 06 10 12 28,02 08,"2,120,052,540",
15150,2015-12-23,04 13 18 25 33,03 07,"2,118,309,429",
15151,2015-12-26,15 16 18 30 35,01 07,"2,137,475,851",
15152,2015-12-28,04 05 22 29 35,02 11,0,
15153,2015-12-30,01 07 22 27 33,02 11,0,
16001,2016-01-02,01 07 19 20 30,05 10,0,
16002,2016-01-04,07 12 18 25 35,07 09,0,
16003,2016-01-06,04 12 17 22 26,06 07,0,
16004,2016-01-09,10 20 23 32 35,09 10,0,
16005,2016-01-11,06 09 12 15 20,08 11,0,
16006,2016-01-13,14 16 17 22 24,02 09,0,
16007,2016-01-16,02 05 14 32 35,01 03,0,
16008,2016-01-18,05 12 31 34 35,04 05,0,
16009,2016-01-20,05 08 10 17 20,02 12,0,
16010,2016-01-23,12 13 15 16 28,02 05,0,
16011,2016-01-25,02 08 10 15 23,05 10,0,
16012,2016-01-27,05 07 11 23 28,03 12,0,
16013,2016-01-30,03 21 23 31 35,02 11,0,
16014,2016-02-01,06 08 21 24 27,02 10,0,
16015,2016-02-03,01 04 10 13 30,03 09,0,
16016,2016-02-06,03 10 22 29 32,02 05,0,
16017,2016-02-15,11 18 24 28 29,05 10,0,
16018,2016-02-17,05 10 13 27 33,08 11,0,
16019,2016-02-20,04 11 15 20 26,08 09,0,
16020,2016-02-22,01 16 22 29 30,02 09,0,
16021,2016-02-24,01 04 09 10 35,09 11,0,
16022,2016-02-27,04 18 21 30 35,02 11,0,
16023,2016-02-29,04 09 14 25 27,06 11,0,
16024,2016-03-02,01 02 11 15 18,04 08,0,
16025,2016-03-05,03 06 13 23 24,07 10,0,
16026,2016-03-07,02 06 29 30 34,01 07,0,
16027,2016-03-09,06 11 13 15 28,02 06,0,
16028,2016-03-12,13 18 20 23 31,03 06,0,
16029,2016-03-14,20 26 27 29 32,05 12,0,
16030,2016-03-16,10 19 21 29 33,04 06,0,
16031,2016-03-19,03 14 24 27 29,04 11,0,
16032,2016-03-21,05 09 14 20 33,05 12,0,
16033,2016-03-23,03 14 15 31 35,09 10,0,
16034,2016-03-26,14 18 31 32 35,09 10,0,
16035,2016-03-28,17 22 24 25 29,09 12,0,
16036,2016-03-30,07 15 26 30 31,03 06,0,
16037,2016-04-02,03 05 13 24 34,03 05,0,
16038,2016-04-04,03 07 09 15 33,05 12,0,
16039,2016-04-06,01 08 16 22 28,04 05,0,
16040,2016-04-09,20 22 29 30 35,01 06,0,
16041,2016-04-11,12 23 24 27 34,03 06,0,
16042,2016-04-13,02 06 08 19 24,01 06,0,
16043,2016-04-16,01 09 16 33 34,09 12,0,
16044,2016-04-18,01 06 10 20 31,05 11,0,
16045,2016-04-20,07 11 25 30 33,02 08,0,
16046,2016-04-23,03 19 22 32 34,08 12,0,
16047,2016-04-25,02 03 23 29 32,05 09,0,
16048,2016-04-27,04 12 17 25 27,04 10,0,
16049,2016-04-30,03 04 05 27 33,04 09,0,
16050,2016-05-02,07 17 21 29 35,04 05,0,
16051,2016-05-04,16 21 23 24 32,07 08,0,
16052,2016-05-07,08 14 19 20 33,10 11,0,
16053,2016-05-09,04 13 15 30 35,03 05,0,
16054,2016-05-11,02 05 09 21 30,06 07,0,
16055,2016-05-14,06 21 27 30 34,04 09,0,
16056,2016-05-16,10 12 14 31 35,04 05,0,
16057,2016-05-18,08 17 19 23 30,03 08,0,
16058,2016-05-21,02 15 17 23 28,05 09,0,
16059,2016-05-23,02 10 27 28 33,05 07,0,
16060,2016-05-25,02 06 22 27 34,08 11,0,
16061,2016-05-28,09 15 17 21 23,07 12,0,
16062,2016-05-30,02 10 14 15 35,01 09,0,
16063,2016-06-01,08 12 22 27 35,05 09,0,
16064,2016-06-04,01 02 10 18 35,05 11,0,
16065,2016-06-06,01 09 18 22 24,11 12,0,
16066,2016-06-08,10 28 29 31 33,05 11,0,
16067,2016-06-11,02 08 11 13 19,02 08,0,
16068,2016-06-13,05 07 22 26 34,07 12,0,
16069,2016-06-15,14 17 19 23 30,02 09,0,
16070,2016-06-18,02 09 13 19 23,05 07,0,
16071,2016-06-20,08 15 19 20 33,07 12,0,
16072,2016-06-22,16 20 24 26 31,04 09,0,
16073,2016-06-25,07 14 17 24 27,08 10,0,
16074,2016-06-27,01 05 07 11 14,03 08,0,
16075,2016-06-29,03 07 17 22 31,08 12,0,
16076,2016-07-02,03 08 10 17 31,05 06,0,
16077,2016-07-04,09 11 14 16 35,02 05,0,
16078,2016-07-06,07 18 29 31 35,05 11,"3,316,339,129.30","176,031,216"
